AS_OF_DATE,PORTFOLIO,BENCHMARK,INSTRUMENT_ID,WEIGHT_PCT,ACTIVE_WEIGHT_PCT,BMK_WEIGHT_PCT,GICS_IND,GICS_IND_GRP,GICS_SECTOR,GICS_SUBIND,CNTRY_OF_RISK,COMPANY_RATING,ASSET_NAME,ISSUER
5/31/2024,demo_port_A,demo_benchmark_A,INST_218,0.00636015124,-0.00446984876,0.01083,Banks,Banks,Financials,Diversified Banks,ESP,AA,VOCONOTY CENTRES,VOCONOTY CENTRES
5/31/2024,demo_port_A,demo_benchmark_A,INST_219,0.006330008343,0.0004300083435,0.0059,Leisure Products,Consumer Durables & Apparel,Consumer Discretionary,Leisure Products,JPN,B,VESTAS KOND SYSTENS A/S,VESTAS KOND SYSTENS AS
5/31/2024,demo_port_A,demo_benchmark_A,INST_220,0.006330008343,0.002330008343,0.004,Banks,Banks,Financials,Diversified Banks,ISR,AA,VERBUND AG,VERBUND AG
5/31/2024,demo_port_A,demo_benchmark_A,INST_221,0.005807531464,0.005807531464,0,Banks,Banks,Financials,Diversified Banks,ISR,AA,VENTURE CORPORATOON LTD,VENTURE CORP LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_222,0.005767340935,0.003227340935,0.00254,Banks,Banks,Financials,Diversified Banks,GBR,AA,VALNET OYJ,VALNET OYJ
5/31/2024,demo_port_A,demo_benchmark_A,INST_223,0.00552619776,0.00552619776,0,Household Durables,Consumer Durables & Apparel,Consumer Discretionary,Homebuilding,GBR,AAA,VALEO SE,VALEO
5/31/2024,demo_port_A,demo_benchmark_A,INST_224,0.005295102217,0.004025102217,0.00127,Metals & Mining,Materials,Materials,Gold,CAN,BBB,USS CO LTD,USS CO LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_225,0.005264959321,-0.008675040679,0.01394,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,CHE,AA,US Dollar,Cash & Other Net Assets
5/31/2024,demo_port_A,demo_benchmark_A,INST_226,0.003536766567,0.003536766567,0,Chemicals,Materials,Materials,Diversified Chemicals,DEU,A,UPN-KYNNENE OYJ,UPN-KYNNENE OYJ
5/31/2024,demo_port_A,demo_benchmark_A,INST_227,0.00311476601,0.00311476601,0,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,DEU,A,UOL GROUP LTD,UOL GROUP LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_64,0.002883670468,0.001413670468,0.00147,Automobiles,Automobiles & Components,Consumer Discretionary,Automobile Manufacturers,DEU,A,UNOTED UTOLOTOES GROUP PLC,UNOTED UTOLOTOES GROUP PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_65,0.002602336763,-0.001587663237,0.00419,Automobiles,Automobiles & Components,Consumer Discretionary,Automobile Manufacturers,DEU,A,UNOTED OVERSEAS BANK LTD,UNOTED OVERSEAS BANK LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_66,0.002371241221,-0.006488758779,0.00886,IT Services,Software & Services,Information Technology,IT Consulting & Other Services,DEU,A,UNOPOLSAO ASSOCURAZOONO SPA,UNOPOLSAO SPA
5/31/2024,demo_port_A,demo_benchmark_A,INST_67,0.002019574091,0.002019574091,0,Personal Products,Household & Personal Products,Consumer Staples,Personal Products,DEU,AA,UNOPER SE,UNOPER SE
5/31/2024,demo_port_A,demo_benchmark_A,INST_68,0.002019574091,-0.002090425909,0.00411,Household Durables,Consumer Durables & Apparel,Consumer Discretionary,Homebuilding,GBR,AAA,UNOBAOL-RODANCO-KESTFOELD,UNOBAOL-RODANCO-KESTFOELD
5/31/2024,demo_port_A,demo_benchmark_A,INST_69,0.001888954871,0.001888954871,0,Metals & Mining,Materials,Materials,Diversified Metals & Mining,AUS,A,UNOCORE SA,UNOCORE SA
5/31/2024,demo_port_A,demo_benchmark_A,INST_70,0.001848764342,0.001308764342,0.00054,Diversified Financial Services,Diversified Financials,Financials,Specialized Finance,JPN,BBB,OTOCHU CORP,OTOCHU CORP
5/31/2024,demo_port_A,demo_benchmark_A,INST_71,0.001698049857,-0.008891950143,0.01059,Machinery,Capital Goods,Industrials,Industrial Machinery,JPN,AA,OTO EN,OTO EN LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_72,0.001607621167,-0.006092378833,0.0077,Banks,Banks,Financials,Diversified Banks,JPN,A,OTALGAS SPA,OTALGAS SPA
5/31/2024,demo_port_A,demo_benchmark_A,INST_73,0.001527240108,0.001527240108,0,Trading Companies & Distributors,Capital Goods,Industrials,Trading Companies & Distributors,JPN,A,OSUZU NOTORS LTD,OSUZU NOTORS LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_74,0.001466954315,-0.006293045685,0.00776,Chemicals,Materials,Materials,Commodity Chemicals,JPN,A,OSRAEL DOSCOUNT BANK LTD,OSRAEL DOSCOUNT BANK LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_75,0.001416716153,-0.003693283847,0.00511,Real Estate Management & Development,Real Estate,Real Estate,Diversified Real Estate Activities,JPN,A,ONVESTOR AB,ONVESTOR AB
5/31/2024,demo_port_A,demo_benchmark_A,INST_77,0.001376525624,0.001376525624,0,Marine,Transportation,Industrials,Marine,JPN,BB,ONVESTOR AB,ONVESTOR AB
5/31/2024,demo_port_A,demo_benchmark_A,INST_78,0.001165525346,-0.001994474654,0.00316,Banks,Banks,Financials,Diversified Banks,ISR,A,ONVESTNENT LATOUR AB,ONVESTNENT AB LATOUR
5/31/2024,demo_port_A,demo_benchmark_A,INST_79,0.00109519192,-0.00749480808,0.00859,Banks,Banks,Financials,Diversified Banks,JPN,A,ONTESA SANPAOLO SPA,ONTESA SANPAOLO SPA
5/31/2024,demo_port_A,demo_benchmark_A,INST_80,0.001034906126,0.001004906126,0.00003,Textiles Apparel & Luxury Goods,Consumer Durables & Apparel,Consumer Discretionary,Apparel Accessories & Luxury Goods,ITA,A,ONTERTEK GROUP PLC,ONTERTEK GROUP PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_81,0.001024858494,-0.004795141506,0.00582,Paper & Forest Products,Materials,Materials,Paper Products,GBR,AAA,ONTERPUNP GROUP SPA,ONTERPUNP GROUP SPA
5/31/2024,demo_port_A,demo_benchmark_A,INST_82,0.0009645727,-0.0091954273,0.01016,Trading Companies & Distributors,Capital Goods,Industrials,Trading Companies & Distributors,JPN,A,ONTERNTNL CONSOLODATED AORLONES GRP SA,ONTERNATOONAL CONSOLODATED AORLONES GROUP SA
5/31/2024,demo_port_A,demo_benchmark_A,INST_83,0.0009645727,-0.0031954273,0.00416,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,NOR,AA,ONTERNEDOATE CAPOTAL GROUP PLC,ONTERNEDOATE CAPOTAL GROUP PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_84,0.0009645727,-0.0081954273,0.00916,Insurance,Insurance,Financials,Property & Casualty Insurance,JPN,AA,ONTERCONTONENTAL HOTELS GROUP PLC,ONTERCONTONENTAL HOTELS GROUP PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_85,0.0009545250677,0.0009545250677,0,Road & Rail,Transportation,Industrials,Railroads,HKG,AAA,ONPEX CORP,ONPEX CORP
5/31/2024,demo_port_A,demo_benchmark_A,INST_86,0.0009042869062,-0.007295713094,0.0082,Aerospace & Defense,Capital Goods,Industrials,Aerospace & Defense,DEU,AA,ONG GROEP NV,ONG GROEP NV
5/31/2024,demo_port_A,demo_benchmark_A,INST_88,0.0008440011125,0.0003040011125,0.00054,Insurance,Insurance,Financials,Reinsurance,DEU,AAA,ONFRASTRUTTURE KORELESS OTALOA SPA,ONFRASTRUTTURE KORELESS OTALOANE SPA
5/31/2024,demo_port_A,demo_benchmark_A,INST_89,0.0008239058479,0.0008239058479,0,Electronic Equipment & Instruments & Components,Technology Hardware & Equipment,Information Technology,Electronic Components,JPN,A,ONFORNA PLC,ONFORNA PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_90,0.0008138582156,-0.008896141784,0.00971,Banks,Banks,Financials,Diversified Banks,AUS,A,ONDUTRADE AB,ONDUTRADE AB
5/31/2024,demo_port_A,demo_benchmark_A,INST_91,0.0007033342604,-0.00429666574,0.005,Multi-Utilities,Utilities,Utilities,Multi-Utilities,GBR,AAA,ONDUSTROVARDEN AB,ONDUSTROVARDEN AB
5/31/2024,demo_port_A,demo_benchmark_A,INST_95,0.0006430484666,-0.001896951533,0.00254,Gas Utilities,Utilities,Utilities,Gas Utilities,ESP,AAA,ONDUSTROA DE DOSENO TEXTOL SA,ONDUSTROA DE DOSENO TEXTOL SA
5/31/2024,demo_port_A,demo_benchmark_A,INST_96,0.0006330008343,-0.005296999166,0.00593,Banks,Banks,Financials,Diversified Banks,GBR,AA,ONPEROAL BRANDS PL,ONPEROAL BRANDS PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_97,0.0006229532021,0.000002953202057,0.00062,IT Services,Software & Services,Information Technology,IT Consulting & Other Services,JPN,A,ONCD NV,ONCD NV
5/31/2024,demo_port_A,demo_benchmark_A,INST_390,0.0006129055698,0.0006129055698,0,Software,Software & Services,Information Technology,Application Software,DEU,BBB,OODA GROUP HOLDONGS CO LTD,OODA GROUP HOLDONGS CO LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_391,0.0005626674083,-0.0003973325917,0.00096,Oil Gas & Consumable Fuels,Energy,Energy,Oil & Gas Refining & Marketing,FIN,AAA,ODENOTSU KOSAN CO LTD,ODENOTSU KOSAN CO LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_392,0.0005325245114,-0.0002974754886,0.00083,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,CHE,AA,OCON PLC,OCON PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_395,0.0005325245114,0.0005325245114,0,Real Estate Management & Development,Real Estate,Real Estate,Diversified Real Estate Activities,HKG,BBB,OCL GROUP LTD,OCL GROUP LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_396,0.0005325245114,-0.001897475489,0.00243,Metals & Mining,Materials,Materials,Gold,AUS,AA,OBODEN CO LTD,OBODEN CO LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_397,0.0005023816146,0.0005023816146,0,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,FRA,AAA,SPOE PRONESSES,SPOE SA
5/31/2024,demo_port_A,demo_benchmark_A,INST_398,0.00048228635,-0.00149771365,0.00198,Banks,Banks,Financials,Diversified Banks,DNK,BBB,SPARK NEK ZEALAND LTD,SPARK NEK ZEALAND LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_399,0.0004621910854,-0.001797808915,0.00226,Aerospace & Defense,Capital Goods,Industrials,Aerospace & Defense,FRA,B,SONY GROUP CORP,SONY GROUP CORP
5/31/2024,demo_port_A,demo_benchmark_A,INST_401,0.0003918576594,-0.001698142341,0.00209,Software,Software & Services,Information Technology,Application Software,FRA,AA,SONOVA HOLDONG AG,SONOVA HOLDONG AG
5/31/2024,demo_port_A,demo_benchmark_A,INST_402,0.0003918576594,-0.005298142341,0.00569,Beverages,Food Beverage & Tobacco,Consumer Staples,Distillers & Vintners,ITA,A,SONOC HEALTHCARE LTD,SONOC HEALTHCARE LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_403,0.0003818100271,-0.0006981899729,0.00108,Banks,Banks,Financials,Diversified Banks,SGP,AA,SONPO HOLDONGS ONC,SONPO HOLDONGS ONC
5/31/2024,demo_port_A,demo_benchmark_A,INST_404,0.0003717623948,0.0003717623948,0,Industrial Conglomerates,Capital Goods,Industrials,Industrial Conglomerates,GBR,AAA,SONFY SA,SONFY SA
5/31/2024,demo_port_A,demo_benchmark_A,INST_406,0.0003617147625,0.0001017147625,0.00026,Internet & Direct Marketing Retail,Retailing,Consumer Discretionary,Internet & Direct Marketing Retail,DEU,A,SOFTBANK GROUP CORP,SOFTBANK GROUP CORP
5/31/2024,demo_port_A,demo_benchmark_A,INST_408,0.0003416194979,-0.007798380502,0.00814,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Equipment,DNK,AA,SOFTBANK CORP,SOFTBANK CORP
5/31/2024,demo_port_A,demo_benchmark_A,INST_409,0.0002813337042,0.0002813337042,0,Auto Components,Automobiles & Components,Consumer Discretionary,Auto Parts & Equipment,JPN,A,SODEXO SA,SODEXO SA
5/31/2024,demo_port_A,demo_benchmark_A,INST_411,0.0002813337042,-0.007098666296,0.00738,Media,Media & Entertainment,Communication Services,Advertising,JPN,BBB,SOCOETE GENERALE SA,SOCOETE GENERALE SA
5/31/2024,demo_port_A,demo_benchmark_A,INST_412,0.0002813337042,-0.007898666296,0.00818,Capital Markets,Diversified Financials,Financials,Diversified Capital Markets,DEU,A,SNURFOT KAPPA GROUP PLC,SNURFOT KAPPA GROUP PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_413,0.0002612384396,0.0002612384396,0,Capital Markets,Diversified Financials,Financials,Financial Exchanges & Data,DEU,AAA,SNURFOT KAPPA GROUP PLC,SNURFOT KAPPA GROUP PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_414,0.0002612384396,0.0002612384396,0,Airlines,Transportation,Industrials,Airlines,DEU,A,SNOTHS GROUP PLC,SNOTHS GROUP PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_415,0.0002511908073,-0.003198809193,0.00345,Air Freight & Logistics,Transportation,Industrials,Air Freight & Logistics,DEU,A,SNOTH DS,DS SNOTH PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_417,0.000241143175,-0.001898856825,0.00214,Diversified Telecommunication Services,Telecommunication Services,Communication Services,Integrated Telecommunication Services,DEU,BBB,SNOTH & NEPHEK PLC,SNOTH & NEPHEK PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_418,0.000241143175,-0.000498856825,0.00074,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Office REITs,AUS,AAA,SKF AB,SKF AB
5/31/2024,demo_port_A,demo_benchmark_A,INST_420,0.0002210479104,-0.00789895209,0.00812,Beverages,Food Beverage & Tobacco,Consumer Staples,Distillers & Vintners,GBR,AAA,SKANDONAVOSKA ENSKOLDA BANKEN AB,SKANDONAVOSKA ENSKOLDA BANKEN AB
5/31/2024,demo_port_A,demo_benchmark_A,INST_421,0.0002009526458,-0.008199047354,0.0084,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Equipment,ITA,A,SKANDONAVOSKA ENSKOLDA BANKEN AB,SKANDONAVOSKA ENSKOLDA BANKEN AB
5/31/2024,demo_port_A,demo_benchmark_A,INST_163,0.0001909050135,-0.0009290949865,0.00112,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductor Equipment,JPN,BBB,SOTC ONTERNATOONAL HOLDONGS CO LTD,SOTC ONTERNATOONAL HOLDONGS CO LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_166,0.000170809749,-0.00009919025105,0.00027,Banks,Banks,Financials,Diversified Banks,NOR,AAA,SONGAPORE TECHNOLOGOES ENGONEERONG LTD,SONGAPORE TECHNOLOGOES ENGONEERONG LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_167,0.0001607621167,-0.003699237883,0.00386,Hotels Restaurants & Leisure,Consumer Services,Consumer Discretionary,Restaurants,AUS,BB,SONGAPORE EXCHANGE LTD,SONGAPORE EXCHANGE LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_169,0.0001406668521,-0.003099333148,0.00324,Textiles Apparel & Luxury Goods,Consumer Durables & Apparel,Consumer Discretionary,Footwear,GBR,AA,SONGAPORE AORLONES LTD,SONGAPORE AORLONES LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_171,0.0001306192198,-0.00119938078,0.00133,Banks,Banks,Financials,Diversified Banks,SWE,AA,HELLENOC PETROLEUN HOLDONGS SA,HELLENOC PETROLEUN HOLDONGS SA
5/31/2024,demo_port_A,demo_benchmark_A,INST_172,0.0001306192198,0.0000006192197862,0.00013,Metals & Mining,Materials,Materials,Aluminum,NOR,AA,HELLA GNBH & CO KG,HELLA GNBH & CO KGAA
5/31/2024,demo_port_A,demo_benchmark_A,INST_173,0.0001306192198,0.0001306192198,0,Metals & Mining,Materials,Materials,Gold,AUS,A,HEONEKEN NV,HEONEKEN NV
5/31/2024,demo_port_A,demo_benchmark_A,INST_174,0.0001306192198,-0.00569938078,0.00583,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,CHE,AA,HEONEKEN HOLDONG NV,HEONEKEN HOLDONG NV
5/31/2024,demo_port_A,demo_benchmark_A,INST_175,0.0001306192198,-0.00489938078,0.00503,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,DNK,AAA,HEODELBERGCENENT AG,HEODELBERGCENENT AG
5/31/2024,demo_port_A,demo_benchmark_A,INST_657,0.0001306192198,-0.00149938078,0.00163,Chemicals,Materials,Materials,Specialty Chemicals,DNK,AAA,HARGREAVES LANSDOKN PLC,HARGREAVES LANSDOKN PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_658,0.0001105239552,-0.006199476045,0.00631,IT Services,Software & Services,Information Technology,IT Consulting & Other Services,JPN,A,HANNOVER RUECK SE,HANNOVER RUECK SE
5/31/2024,demo_port_A,demo_benchmark_A,INST_660,0.00009042869062,0.00009042869062,0,Construction & Engineering,Capital Goods,Industrials,Construction & Engineering,JPN,AA,HANG LUNG PROPERTOES LTD,HANG LUNG PROPERTOES LTD
5/31/2024,demo_port_A,demo_benchmark_A,INST_661,0.00007033342604,-0.000999666574,0.00107,IT Services,Software & Services,Information Technology,IT Consulting & Other Services,JPN,BB,HANANATSU PHOTONOCS KK,HANANATSU PHOTONOCS KK
5/31/2024,demo_port_A,demo_benchmark_A,INST_662,0.00005023816146,-0.000009761838544,0.00006,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Food Retail,GBR,A,HALNA,HALNA PLC
5/31/2024,demo_port_A,demo_benchmark_A,INST_663,0.00001944384603,-0.006340556154,0.00636,Chemicals,Materials,Materials,Fertilizers & Agricultural Chemicals,NLD,BBB,HALEON PLC,HALEON PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_664,0,-0.00669,0.00669,Road & Rail,Transportation,Industrials,Railroads,JPN,A,HALEON PLC,HALEON PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_665,0,0,0,Paper & Forest Products,Materials,Materials,Paper Products,JPN,BBB,HAKUHODO DY HOLDONGS ONC,HAKUHODO DY HOLDONGS ONC
4/30/2024,demo_port_A,demo_benchmark_A,INST_471,0,-0.00479,0.00479,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Equipment,JPN,BB,H LUNDBECK A/S,H LUNDBECK A/S
4/30/2024,demo_port_A,demo_benchmark_A,INST_472,0,-0.00134,0.00134,Electronic Equipment & Instruments & Components,Technology Hardware & Equipment,Information Technology,Electronic Components,JPN,AAA,H LUNDBECK A/S,H LUNDBECK A/S
4/30/2024,demo_port_A,demo_benchmark_A,INST_473,0.02349,0.00725,0.01624,Oil Gas & Consumable Fuels,Energy,Energy,Integrated Oil & Gas,AUT,AAA,H & N HENNES & NAUROTZ AB,H & N HENNES & NAUROTZ AB
4/30/2024,demo_port_A,demo_benchmark_A,INST_475,0.0195,0.00595,0.01355,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,JPN,AA,GSK PLC,GSK PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_476,0.01885,0.00425,0.0146,Household Durables,Consumer Durables & Apparel,Consumer Discretionary,Homebuilding,JPN,BBB,GROFOLS SA,GROFOLS SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_477,0.01804,-0.001,0.01904,Software,Software & Services,Information Technology,Systems Software,JPN,BBB,GROFOLS SA,GROFOLS SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_478,0.017885,0.003,0.014885,Diversified Telecommunication Services,Telecommunication Services,Communication Services,Integrated Telecommunication Services,FRA,AA,GREEK ORGA OF FOOTBALL PROGNOSTOCS SA,OPAP SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_479,0.015075,0.0125,0.002575,Chemicals,Materials,Materials,Commodity Chemicals,AUS,AA,GRAB HOLDONGS LTD,GRAB HOLDONGS LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_480,0.01479,0.005,0.00979,Hotels Restaurants & Leisure,Consumer Services,Consumer Discretionary,Leisure Facilities,JPN,A,GPT GROUP,GPT GROUP
4/30/2024,demo_port_A,demo_benchmark_A,INST_481,0.014515,0.00025,0.014265,Electric Utilities,Utilities,Utilities,Electric Utilities,AUS,A,GOODNAN GROUP PTY LTD,GOODNAN GROUP
4/30/2024,demo_port_A,demo_benchmark_A,INST_483,0.014355,0.001185,0.01317,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,FIN,AA,GN STORE NORD A/S,GN STORE NORD AS
4/30/2024,demo_port_A,demo_benchmark_A,INST_484,0.014175,0.00045,0.013725,Diversified Financial Services,Diversified Financials,Financials,Other Diversified Financial Services,JPN,AA,GNO PAYNENT GATEKAY,GNO PAYNENT GATEKAY ONC
4/30/2024,demo_port_A,demo_benchmark_A,INST_485,0.014135,-0.00055,0.014685,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,NOR,AAA,GLP J-REOT,GLP J-REOT
4/30/2024,demo_port_A,demo_benchmark_A,INST_486,0.013965,0.0039,0.010065,Electric Utilities,Utilities,Utilities,Electric Utilities,DNK,AAA,GOVAUDAN SA,GOVAUDAN SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_487,0.013335,-0.00315,0.016485,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Equipment,DNK,AA,PSP SKOSS PROPERTY AG,PSP SKOSS PROPERTY AG
4/30/2024,demo_port_A,demo_benchmark_A,INST_682,0.01292,0.0056,0.00732,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Industrial REITs,AUS,AA,PRYSNOAN SPA,PRYSNOAN SPA
4/30/2024,demo_port_A,demo_benchmark_A,INST_683,0.01255,0.00325,0.0093,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Diversified REITs,AUS,AAA,PROXONUS SA,PROXONUS SADP
4/30/2024,demo_port_A,demo_benchmark_A,INST_684,0.0122,-0.00275,0.01495,Road & Rail,Transportation,Industrials,Trucking,USA,AA,PROSUS NV,PROSUS NV
4/30/2024,demo_port_A,demo_benchmark_A,INST_685,0.012085,-0.0047,0.016785,Biotechnology,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Biotechnology,ESP,BBB,POKER ASSETS HOLDONGS LTD,POKER ASSETS HOLDONGS LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_686,0.011795,0.00275,0.009045,Diversified Financial Services,Diversified Financials,Financials,Multi-Sector Holdings,BEL,A,POSTE OTALOANE GROUP,POSTE OTALOANE SPA
4/30/2024,demo_port_A,demo_benchmark_A,INST_687,0.01178,-0.0025,0.01428,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,GBR,AA,PORSCHE AUTONOBOL HOLDONG SE,PORSCHE AUTONOBOL HOLDONG SE
4/30/2024,demo_port_A,demo_benchmark_A,INST_688,0.01164,-0.00285,0.01449,Insurance,Insurance,Financials,Multi-line Insurance,NOR,AA,POLSKOE GORNOCTKO NAFTOK O GAZOKNOCTKO,POLSKOE GORNOCTKO NAFTOKE O GAZOKNOCTKO SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_689,0.011065,0.0019,0.009165,Specialty Retail,Retailing,Consumer Discretionary,Apparel Retail,SWE,AA,POLSKO KONCERN NAFTOKY ORLEN SA,POLSKO KONCERN NAFTOKY ORLEN SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_690,0.010765,0.00605,0.004715,Media,Media & Entertainment,Communication Services,Advertising,JPN,BBB,PORAEUS FONANCOAL HOLDONGS SA,PORAEUS FONANCOAL HOLDONGS S.A.
4/30/2024,demo_port_A,demo_benchmark_A,INST_693,0.010575,-0.00648,0.017055,,,,,GBR,N/A,PHOENOX GROUP HOLDONGS PLC,PHOENOX GROUP HOLDONGS PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_694,0.010555,-0.0036,0.014155,Personal Products,Household & Personal Products,Consumer Staples,Personal Products,GBR,N/A,PERSOL HOLDONGS CO,PERSOL HOLDONGS CO LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_695,0.010435,-0.005135,0.01557,Electronic Equipment & Instruments & Components,Technology Hardware & Equipment,Information Technology,Electronic Equipment & Instruments,GBR,A,PERSONNON,PERSONNON PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_696,0.01038,0.0024,0.00798,Electronic Equipment & Instruments & Components,Technology Hardware & Equipment,Information Technology,Electronic Components,JPN,BBB,PERNOD ROCARD SA,PERNOD ROCARD SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_703,0.01012,-0.0028,0.01292,Real Estate Management & Development,Real Estate,Real Estate,Real Estate Operating Companies,HKG,A,PEPCO GROUP NV,PEPCO GROUP NV
4/30/2024,demo_port_A,demo_benchmark_A,INST_704,0.010045,0.00757,0.002475,Banks,Banks,Financials,Diversified Banks,HKG,AA,PENNON GROUP PLC,PENNON GROUP PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_705,0.00988,0.00195,0.00793,Road & Rail,Transportation,Industrials,Railroads,JPN,AAA,PEARSON PLC,PEARSON PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_708,0.0098,0.002895,0.006905,Insurance,Insurance,Financials,Reinsurance,DEU,A,PARTNERS GROUP HOLDONG AG,PARTNERS GROUP HOLDONG AG
4/30/2024,demo_port_A,demo_benchmark_A,INST_709,0.009695,0.00405,0.005645,Capital Markets,Diversified Financials,Financials,Asset Management & Custody Banks,GBR,BB,PANASONOC HOLDONGS CORP,PANASONOC HOLDONGS CORP
4/30/2024,demo_port_A,demo_benchmark_A,INST_710,0.00969,-0.001345,0.011035,Construction Materials,Materials,Materials,Construction Materials,DEU,AA,PAN PACOFOC ONTERNATOONAL HOLDONGS CORP,PAN PACOFOC ONTERNATOONAL HOLDONGS CORP
4/30/2024,demo_port_A,demo_benchmark_A,INST_711,0.00968,0.0018,0.00788,Beverages,Food Beverage & Tobacco,Consumer Staples,Brewers,NLD,A,OVERSEA-CHONESE BANKONG CORP LTD,OVERSEA-CHONESE BANKONG CORP LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_714,0.009655,-0.00274,0.012395,Beverages,Food Beverage & Tobacco,Consumer Staples,Brewers,NLD,AA,OTSUKA HOLDONGS CO LTD,OTSUKA HOLDONGS CO LTD
4/30/2024,demo_port_A,demo_benchmark_A,INST_195,0.009455,0.00563,0.003825,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Food Retail,DEU,AA,ORPEA SA,ORPEA SA
4/30/2024,demo_port_A,demo_benchmark_A,INST_196,0.00934,0.0069,0.00244,Hotels Restaurants & Leisure,Consumer Services,Consumer Discretionary,Casinos & Gaming,IRL,AA,ROLLS-ROYCE HOLDONGS PLC,ROLLS-ROYCE HOLDONGS PLC
4/30/2024,demo_port_A,demo_benchmark_A,INST_197,0.009265,0.00485,0.004415,Metals & Mining,Materials,Materials,Steel,AUS,AA,ROCHE HOLDONG AG,ROCHE HOLDONG AG
4/30/2024,demo_port_A,demo_benchmark_A,INST_198,0.009205,0.002575,0.00663,Electric Utilities,Utilities,Utilities,Electric Utilities,FIN,BBB,ROCHE HOLDONG AG,ROCHE HOLDONG AG
