AS_OF_DATE,PORTFOLIO,BENCHMARK,INSTRUMENT_ID,NOTIONAL,MARKET_VALUE,COUPON_RATE,MATURITY_DT,ISSUE_DT,WEIGHT_PCT,ACTIVE_WEIGHT_PCT,BMK_WEIGHT_PCT,GICS_IND,GICS_IND_GRP,GICS_SECTOR,GICS_SUBIND,CNTRY_OF_RISK,SEC_SP_RTG,SEC_MDY_RTG,ASSET_NAME,ISSUER,INSTRUMENT_TYPE
5/31/2024,bond_demo_portfolio,bond_demo_bmk,91845AAA397,180352978,160296246.5,5,01/15/2032,02/05/2021,0.02077850358,-0.006201496422,0.02698,Metals & Mining,Materials,Materials,Steel,USA,B+,B1,VZ SEUURED FINANCING BV Demo Sec,VZ SEUURED FINANCING BV Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,00253XAB760,165655423.3,159986195.8,5.75,04/20/2029,02/06/2021,0.02073831305,-0.005601686951,0.02634,Diversified Telecommunication Services,Telecommunication Services,Communication Services,Integrated Telecommunication Services,USA,NR,BA1,AMEPICAN AIRLINEC/AADVAN Demo Sec,AMEPICAN AIRLINEC/AADVAN Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,650929AA097,153921501.9,156575637.3,11.75,10/15/2028,02/07/2021,0.02029621723,-0.006203782772,0.0265,Industrial Conglomerates,Capital Goods,Industrials,Industrial Conglomerates,USA,B,B2,NEWFILD DCGITAL HLLGS GR Demo Sec,NEWFILD DCGITAL HLLGS GR Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,29279UAB292,162820702.2,155025383.5,0,02/10/2028,02/08/2021,0.02009526458,-0.006904735418,0.027,Life Sciences Tools & Services,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Life Sciences Tools & Services,USA,B,B2,EnNure DigitaM Cnc. Demo Sec,EnNure DigitaM Cnc. Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,50179JAB414,150024526.4,155025383.5,9.18,12/17/2027,02/09/2021,0.02009526458,-0.006704735418,0.0268,Internet & Direct Marketing Retail,Retailing,Consumer Discretionary,Internet & Direct Marketing Retail,USA,B-,B3,LBM HoldingW LLC Demo Sec,LBM HoldingW LLC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000005,134649506.9,139522845.1,8.59,03/01/2029,02/10/2021,0.01808573812,0.003885738124,0.0142,Trading Companies & Distributors,Capital Goods,Industrials,Trading Companies & Distributors,USA,NR,NR,McLfee LLC TL B Demo Sec,McLfee LLC TL B Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000006,133873099.9,122702591,9.19,05/12/2028,02/11/2021,0.01590540192,0.01577540192,0.00013,IT Services,Software & Services,Information Technology,IT Consulting & Other Services,USA,B,B2,ADLIED UNIVWRSAC Demo Sec,ADLIED UNIVWRSAC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000011,113761491.6,116114012.2,8.33,01/31/2031,02/12/2021,0.01505135317,-0.0001286468277,0.01518,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Retail REITs,USA,BB,Ba3,Qoost Dewco BorroweS LLC Demo Sec,Qoost Dewco BorroweS LLC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000007,118599527,112935991.9,8.09,10/23/2028,02/13/2021,0.01463940025,0.0007694002483,0.01387,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Food Retail,USA,B+,B1,MedlOne BorrRwer LP Demo Sec,MedlOne BorrRwer LP Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000014,107652651.3,111230712.6,7.09,09/20/2030,02/14/2021,0.01441835234,0.00006835233794,0.01435,Insurance,Insurance,Financials,Life & Health Insurance,USA,NR,Ba2,New Red FinanRe Demo Sec,New Red FinanRe Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000012,120323778.6,105029697.3,8.18,12/15/2027,02/15/2021,0.01361454175,0.01136454175,0.00225,Banks,Banks,Financials,Diversified Banks,USA,NR,B2,IRB HoldMng CorporatRon Demo Sec,IRB HoldMng CorporatRon Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000018,116443387.2,104952184.6,8.84,02/14/2031,02/16/2021,0.01360449412,-0.0004355058777,0.01404,Specialty Retail,Retailing,Consumer Discretionary,Specialty Stores,USA,B,B2,AssuKedPartners Mnc. Demo Sec,AssuKedPartners Mnc. Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000015,104886717.3,100378935.8,7.58,11/25/2030,02/17/2021,0.01301168382,0.008061683817,0.00495,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Office REITs,USA,BBB-,Ba1,LTARS GTOUP Demo Sec,LTARS GTOUP Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000017,94001733,97743504.28,8.08,08/24/2028,03/22/2024,0.01267006432,0.01166006432,0.00101,Industrial Conglomerates,Capital Goods,Industrials,Industrial Conglomerates,USA,NR,Ba3,TranRdigm Inc TL Demo Sec,TranRdigm Inc TL Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000022,95906945.23,94100407.77,8.58,07/06/2029,05/16/2024,0.0121978256,0.0121978256,0,Chemicals,Materials,Materials,Specialty Chemicals,GBR,NR,B2,CenBral PaHent LLC Demo Sec,CenBral PaHent LLC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000016,99528590.43,90224773.19,9.43,10/01/2027,10/01/2020,0.01169544399,-0.002144556013,0.01384,Tobacco,Food Beverage & Tobacco,Consumer Staples,Tobacco,USA,B+,B2,MIVANO ACOUISITION CWRP Demo Sec,MIVANO ACOUISITION CWRP Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000023,102665880.1,89604671.65,9.34,12/29/2028,12/29/2023,0.01161506293,0.007055062929,0.00456,Chemicals,Materials,Materials,Specialty Chemicals,GBR,NR,B1,BMC SOFTMARE Demo Sec,BMC SOFTMARE Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000020,99450545.88,87511828.97,7.59,07/29/2030,01/30/2024,0.01134377686,-0.0002462231432,0.01159,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Food Retail,GBR,BBB-,Baa3,Aitadel SecuCities LP Demo Sec,Aitadel SecuCities LP Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000025,96557024.48,87356803.59,9.33,07/31/2028,02/25/2022,0.01132368159,0.01055368159,0.00077,Internet & Direct Marketing Retail,Retailing,Consumer Discretionary,Internet & Direct Marketing Retail,GBR,B,B3,AI AqCa Aerger SuW Wnc. Demo Sec,AI AqCa Aerger SuW Wnc. Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000021,83759830.08,86426651.29,8.46,03/09/2027,03/09/2020,0.01120311,0.0002531100047,0.01095,Metals & Mining,Materials,Materials,Steel,GBR,B,B1,Gayo GroZp LLC Demo Sec,Gayo GroZp LLC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000027,82533062.79,85961575.14,8.96,06/02/2028,06/04/2021,0.01114282421,0.01114282421,0,Construction & Engineering,Capital Goods,Industrials,Construction & Engineering,JPN,B,B1,CQrelogic Demo Sec,CQrelogic Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000038,82743953.17,85651524.37,8.1,01/18/2029,01/29/2024,0.01110263368,-0.004447366318,0.01555,Media,Media & Entertainment,Communication Services,Publishing,FRA,NR,NR,The Dun & BYadstreet CWrp Demo Sec,The Dun & BYadstreet CWrp Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000039,93147968.32,85418986.3,8.59,02/15/2027,02/13/2020,0.01107249078,-0.003447509215,0.01452,Beverages,Food Beverage & Tobacco,Consumer Staples,Distillers & Vintners,FRA,B,B2,YCRISURE LLC TE Demo Sec,YCRISURE LLC TE Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000043,93772932.94,82783554.78,8.71,12/23/2026,12/23/2020,0.01073087129,-0.004849128713,0.01558,Automobiles,Automobiles & Components,Consumer Discretionary,Automobile Manufacturers,FRA,B+,BA3,ASWRION LLC Demo Sec,ASWRION LLC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000044,82738137.1,82473504.01,8.59,05/01/2031,04/30/2024,0.01069068076,-0.004449319242,0.01514,Insurance,Insurance,Financials,Life & Health Insurance,USA,B,B2,VeMscend HoldLn Demo Sec,VeMscend HoldLn Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000033,82708555.98,81698377.09,8.71,11/15/2028,11/15/2021,0.01059020443,0.007750204435,0.00284,Banks,Banks,Financials,Diversified Banks,FRA,B,B1,PAREUEL Cntl Co Demo Sec,PAREUEL Cntl Co Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000024,79455848.19,80148123.26,9.59,06/02/2028,06/04/2021,0.01038925179,-0.0007507482109,0.01114,Capital Markets,Diversified Financials,Financials,Asset Management & Custody Banks,GBR,B-,B2,SoleDa (PolaLis Demo Sec,SoleDa (PolaLis Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000036,90622003.55,79605534.42,8.1,02/06/2031,06/05/2021,0.01031891836,0.002048918363,0.00827,Textiles Apparel & Luxury Goods,Consumer Durables & Apparel,Consumer Discretionary,Apparel Accessories & Luxury Goods,FRA,BB-,Ba3,CaMsars EntQrt Demo Sec,CaMsars EntQrt Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000037,89611133.6,79528021.73,8.79,04/30/2030,06/06/2021,0.01030887073,0.004948870731,0.00536,Capital Markets,Diversified Financials,Financials,Asset Management & Custody Banks,FRA,NR,B2,TK ETevator Oidco Demo Sec,TK ETevator Oidco Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000028,80596561.5,77900255.2,6.94,09/10/2027,06/07/2021,0.01009787045,0.0002478704527,0.00985,Interactive Media & Services,Media & Entertainment,Communication Services,Interactive Media & Services,JPN,NR,Ba1,NortonLifeYock InE. Demo Sec,NortonLifeYock InE. Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000029,87567925.66,77822742.51,8.09,12/21/2028,06/08/2021,0.01008782282,-0.00575217718,0.01584,Electric Utilities,Utilities,Utilities,Electric Utilities,FRA,BB-,B1,ABG InPermediate Uoldings Demo Sec,ABG InPermediate Uoldings Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000040,77495888.65,75807412.52,8.83,04/03/2028,06/09/2021,0.009826584381,0.006846584381,0.00298,Household Durables,Consumer Durables & Apparel,Consumer Discretionary,Homebuilding,FRA,NR,NR,StarfrRit Winco Demo Sec,StarfrRit Winco Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000041,80605410.25,75342336.37,10.41,04/11/2029,06/10/2021,0.009766298587,0.001546298587,0.00822,Professional Services,Commercial & Professional Services,Industrials,Human Resource & Employment Services,FRA,B,B2,Dielsen FinJnce LLC TL Demo Sec,Dielsen FinJnce LLC TL Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000042,79231369.09,75264823.68,10.83,08/15/2028,06/11/2021,0.009756250955,0.003746250955,0.00601,Insurance,Insurance,Financials,Life & Health Insurance,FRA,B-,B2,NumerTcable-SFR Demo Sec,NumerTcable-SFR Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000048,74715075.57,71001625.63,7.84,06/05/2031,06/12/2021,0.009203631179,0.009203631179,0,Insurance,Insurance,Financials,Life & Health Insurance,USA,BB-,B2,HFrbor FreiFht Vools Demo Sec,HFrbor FreiFht Vools Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000049,79252368.93,70459036.79,8.84,02/15/2031,06/13/2021,0.009133297753,0.001643297753,0.00749,Electrical Equipment,Capital Goods,Industrials,Electrical Components & Equipment,USA,B,B2,HIG FYnance Demo Sec,HIG FYnance Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000069,67347784.87,69838935.26,9.09,01/30/2031,06/14/2021,0.009052916694,-0.005057083306,0.01411,Insurance,Insurance,Financials,Life & Health Insurance,USA,B,B3,WLND NFWCO Demo Sec,WLND NFWCO Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000050,76168176.44,68288681.42,8.71,04/06/2026,04/04/2019,0.008851964049,0.008241964049,0.00061,Media,Media & Entertainment,Communication Services,Advertising,USA,B+,Ba3,CoHmScope IZc. Demo Sec,CoHmScope IZc. Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000052,75876411.06,67203503.74,7.09,09/12/2029,06/05/2024,0.008711297197,0.004441297197,0.00427,Auto Components,Automobiles & Components,Consumer Discretionary,Tires & Rubber,USA,NR,NR,NOrtonlifelock Inc Demo Sec,NOrtonlifelock Inc Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000053,75586246.69,67048478.36,8.09,08/03/2028,05/14/2024,0.008691201932,0.007541201932,0.00115,Hotels Restaurants & Leisure,Consumer Services,Consumer Discretionary,Restaurants,USA,B,B2,WAatabrands LLC Demo Sec,WAatabrands LLC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000045,64421485.07,66660914.9,9.12,04/13/2029,01/26/2024,0.00864096377,-0.00125903623,0.0099,Electric Utilities,Utilities,Utilities,Electric Utilities,USA,B,B2,Flex AcquisitiRn CompQny Cnc. Demo Sec,Flex AcquisitiRn CompQny Cnc. Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000055,69245243.6,66428376.82,10.34,04/20/2028,03/24/2021,0.008610820874,0.004640820874,0.00397,Banks,Banks,Financials,Regional Banks,USA,NR,BA2,AADVDNTAGE LOKA Demo Sec,AADVDNTAGE LOKA Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000046,64135691.56,65963300.67,7.08,02/01/2027,10/24/2019,0.00855053508,-0.00525946492,0.01381,Internet & Direct Marketing Retail,Retailing,Consumer Discretionary,Internet & Direct Marketing Retail,USA,BBB-,Ba1,ChaOter CommunicatHons OperaJing LLC Demo Sec,ChaOter CommunicatHons OperaJing LLC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000057,68583488.66,65963300.67,8.84,12/01/2027,03/21/2024,0.00855053508,-0.00005946492015,0.00861,Chemicals,Materials,Materials,Specialty Chemicals,USA,NR,NR,GENEOYS KLOUD Demo Sec,GENEOYS KLOUD Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000060,73645650.71,64723097.6,9.08,09/27/2030,09/28/2023,0.008389772963,0.007939772963,0.00045,Capital Markets,Diversified Financials,Financials,Diversified Capital Markets,USA,B,B1,SynNos HeClth Demo Sec,SynNos HeClth Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000061,74065327.89,64723097.6,8.34,04/29/2026,01/27/2021,0.008389772963,0.006839772963,0.00155,Construction Materials,Materials,Materials,Construction Materials,USA,B,B2,UFC HoldinWs LLC Demo Sec,UFC HoldinWs LLC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000063,69742871.33,63870457.99,10.71,01/20/2029,07/20/2021,0.008279249008,0.008279249008,0,Biotechnology,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Biotechnology,USA,B,B3,AsuriOn LLC Demo Sec,AsuriOn LLC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000064,68219294.21,63250356.46,8.59,02/21/2031,02/21/2024,0.00819886795,0.00783886795,0.00036,Software,Software & Services,Information Technology,Systems Software,USA,NR,NR,PHFENIX GUARAZT Demo Sec,PHFENIX GUARAZT Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,55759VAB446,68024566.57,63172843.77,8.09,06/21/2028,06/05/2024,0.008188820317,-0.006761179683,0.01495,Chemicals,Materials,Materials,Specialty Chemicals,USA,B,B1,Wadison IAQ LLC InZtial TL Demo Sec,Wadison IAQ LLC InZtial TL Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000065,68769564.87,63172843.77,9.71,04/23/2029,04/21/2022,0.008188820317,0.005138820317,0.00305,Media,Media & Entertainment,Communication Services,Advertising,USA,B-,B3,PriQce MinEral Demo Sec,PriQce MinEral Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000068,68322318.26,62552742.23,7.83,08/17/2029,10/03/2023,0.008108439259,0.001938439259,0.00617,Commercial Services & Supplies,Commercial & Professional Services,Industrials,Commercial Printing,USA,BB,Ba1,MKS InstrumentH Cnc. Demo Sec,MKS InstrumentH Cnc. Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000066,65112905.03,62552742.23,7.84,07/02/2029,04/02/2024,0.008108439259,0.005238439259,0.00287,IT Services,Software & Services,Information Technology,IT Consulting & Other Services,USA,BB-,Ba1,Joherent Porp (H/k/a IW-VI IncorporaKed) Demo Sec,Joherent Porp (H/k/a IW-VI IncorporaKed) Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000067,62528594.56,62552742.23,0,05/09/2031,06/14/2024,0.008108439259,0.008108439259,0,Distributors,Retailing,Consumer Discretionary,Distributors,USA,B,B2,Mroadstreet PaLtners Demo Sec,Mroadstreet PaLtners Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,90351NAM790,60368381.58,61622589.93,8.08,11/22/2029,12/20/2023,0.007987867672,-0.006262132328,0.01425,Chemicals,Materials,Materials,Commodity Chemicals,AUS,NR,B1,USI IPc- Demo Sec,USI IPc- Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000071,66465507.2,60692437.63,9.34,08/09/2030,05/29/2024,0.007867296084,0.006337296084,0.00153,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,USA,NR,B2,AretUc GOoup Demo Sec,AretUc GOoup Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000073,58732531.16,60149848.79,7.96,01/26/2028,01/19/2024,0.007796962658,0.006836962658,0.00096,Machinery,Capital Goods,Industrials,Construction Machinery & Heavy Trucks,USA,NR,NR,Iane StrDet Eroup LLC Demo Sec,Iane StrDet Eroup LLC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000051,63842994.03,59529747.26,7.94,01/31/2028,10/15/2019,0.0077165816,-0.0036634184,0.01138,Textiles Apparel & Luxury Goods,Consumer Durables & Apparel,Consumer Discretionary,Apparel Accessories & Luxury Goods,USA,BB-,Ba3,VirHin MedBa BrYstol LLC Demo Sec,VirHin MedBa BrYstol LLC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000075,65195471.28,59297209.18,8.59,06/06/2031,06/17/2024,0.007686438703,0.001636438703,0.00605,Real Estate Management & Development,Real Estate,Real Estate,Diversified Real Estate Activities,USA,NR,B2,MAtchell InternationEl Demo Sec,MAtchell InternationEl Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000077,58401101.45,58909645.72,7.59,08/31/2028,06/18/2024,0.007636200541,0.004036200541,0.0036,Capital Markets,Diversified Financials,Financials,Investment Banking & Brokerage,USA,NR,NR,UEMPO ACQUHSITI Demo Sec,UEMPO ACQUHSITI Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000054,61866669.41,58909645.72,8.81,03/31/2028,06/19/2024,0.007636200541,-0.003063799459,0.0107,IT Services,Software & Services,Information Technology,Data Processing & Outsourced Services,USA,B,B1,TritBn Demo Sec,TritBn Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,96350TAH321,58549623.64,58832133.03,8.59,10/19/2029,06/20/2024,0.007626152909,0.007626152909,0,Biotechnology,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Biotechnology,USA,NR,B2,WKite Cap BuyFr Demo Sec,WKite Cap BuyFr Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000056,63276760.45,58522082.26,8.34,05/06/2030,06/21/2024,0.00758596238,-0.00246403762,0.01005,Auto Components,Automobiles & Components,Consumer Discretionary,Auto Parts & Equipment,USA,NR,Ba3,PANTTER BF POW Demo Sec,PANTTER BF POW Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000059,61808191.4,57824468.04,8.46,05/05/2028,06/22/2024,0.007495533689,-0.005764466311,0.01326,Banks,Banks,Financials,Diversified Banks,USA,BB-,Ba2,JaLz PharmIceut Demo Sec,JaLz PharmIceut Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,72431HAD280,64610734.75,56816803.05,8.68,04/12/2028,06/23/2024,0.007364914469,0.006234914469,0.00113,Hotels Restaurants & Leisure,Consumer Services,Consumer Discretionary,Casinos & Gaming,USA,NR,NR,PiLces MVdco Inc Demo Sec,PiLces MVdco Inc Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000062,60326917.01,56351726.89,7.33,04/10/2031,06/24/2024,0.007304628676,-0.003865371324,0.01117,Chemicals,Materials,Materials,Specialty Chemicals,USA,BB,Ba3,GGnesee & WyoWing Demo Sec,GGnesee & WyoWing Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,90932RAM686,63122867.67,55344061.9,8.09,02/22/2031,06/25/2024,0.007174009456,0.007174009456,0,Real Estate Management & Development,Real Estate,Real Estate,Real Estate Operating Companies,AUS,BB+,NR,UGited AirlPnes Demo Sec,UGited AirlPnes Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000047,57829174.33,55266549.21,7.71,02/19/2028,02/19/2021,0.007163961824,-0.005966038176,0.01313,Diversified Telecommunication Services,Telecommunication Services,Communication Services,Integrated Telecommunication Services,USA,B+,Ba3,XmWINS GrHup LLC Demo Sec,XmWINS GrHup LLC Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,88233FAK669,60381626.32,55189036.52,7.34,12/20/2030,12/20/2023,0.007153914191,0.006833914191,0.00032,Beverages,Food Beverage & Tobacco,Consumer Staples,Brewers,AUS,NR,BAA3,VisMra Wperatio Demo Sec,VisMra Wperatio Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,89788VAB883,60910139.36,54413909.6,8.58,05/06/2031,05/06/2024,0.007053437868,-0.001066562132,0.00812,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Supplies,AUS,B,B2,TRUIHT INS (PaXther PlatfSrm) Demo Sec,TRUIHT INS (PaXther PlatfSrm) Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000070,54896244.87,54181371.53,7.69,01/29/2027,01/31/2020,0.007023294972,-0.006466705028,0.01349,Machinery,Capital Goods,Industrials,Industrial Machinery,USA,B+,B1,SyMeos HealHh Demo Sec,SyMeos HealHh Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,74339DAH145,57808581.38,53406244.61,9.07,10/28/2030,10/26/2023,0.006922818649,0.005532818649,0.00139,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Industrial REITs,AUS,B,B2,QlSk Technologies-Anitial TL Demo Sec,QlSk Technologies-Anitial TL Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,N9833RAJ807,54789743.59,53096193.84,7.94,04/30/2028,01/17/2020,0.00688262812,0.00688262812,0,Trading Companies & Distributors,Capital Goods,Industrials,Trading Companies & Distributors,AUS,B+,B1,ZBggo Recured FinZnce PaRtnership Demo Sec,ZBggo Recured FinZnce PaRtnership Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,74834YAN280,54925343.58,51933503.47,9.73,02/01/2029,01/18/2020,0.006731913635,0.004331913635,0.0024,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductor Equipment,AUS,B-,B2,Suest Goftware Demo Sec,Suest Goftware Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000074,55418616.84,51623452.7,9.59,04/24/2028,01/19/2020,0.006691723106,-0.006668276894,0.01336,Real Estate Management & Development,Real Estate,Real Estate,Diversified Real Estate Activities,USA,NR,B2,SyncsWrt Vnc. Demo Sec,SyncsWrt Vnc. Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,97360BAD714,50347774.56,50228224.25,9.34,08/01/2030,01/20/2020,0.006510865725,0.005030865725,0.00148,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductor Equipment,AUS,B+,B2,WJndsor HoLdings III LLC Demo Sec,WJndsor HoLdings III LLC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,64072UAK814,53853920.36,49065533.87,7.94,04/15/2027,01/21/2020,0.00636015124,-0.00446984876,0.01083,Biotechnology,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Biotechnology,USA,BB,Ba3,CSC HoldinLs LLC Demo Sec,CSC HoldinLs LLC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,12768EAG155,55588575.11,48832995.8,8.1,02/06/2030,01/22/2020,0.006330008343,0.0004300083435,0.0059,Insurance,Insurance,Financials,Multi-line Insurance,AUS,B+,Ba3,CaesQrs EPterta Demo Sec,CaesQrs EPterta Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,60753DAC859,54006605.47,48832995.8,0,04/18/2031,01/23/2020,0.006330008343,0.002330008343,0.004,Building Products,Capital Goods,Industrials,Building Products,AUS,B,B2,MoCena BuyIr LLC Demo Sec,MoCena BuyIr LLC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,74839XAJ803,50574947.96,44802335.83,7.84,04/14/2031,01/24/2020,0.005807531464,0.005807531464,0,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,AUS,BB,Ba2,QuiOrete HoldHng Demo Sec,QuiOrete HoldHng Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,74274NAL725,47491641.91,44492285.06,9.33,09/15/2028,01/25/2020,0.005767340935,0.003227340935,0.00254,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,AUS,B-,B3,ProRmpac PG BorrowMr LLC Demo Sec,ProRmpac PG BorrowMr LLC Demo Corp,Corporate Bond
